id	group	start time	end time	duration	pressed back	attention check	age	gender	movie enthusiast	treatment1	movie order1	movie familiarity1	selection1	diversity1	variety1	similarity1	easiness1	confidence1	amount1	poster clicks1	treatment2	movie order2	movie familiarity2	selection2	diversity2	variety2	similarity2	easiness2	confidence2	amount2	poster clicks2	treatment3	movie order3	movie familiarity3	selection3	diversity3	variety3	similarity3	easiness3	confidence3	amount3	poster clicks3	comparison movie 1	comparison movie 2	comparison diversity	poster clicks comparison	decision time1	decision time2	decision time3	decision time comparison	decision time freetext	decision time ranking	decision time landing page questions	decision time demographics	discovery	interests	distraction	ranking	freetext	feedback
45868	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 4)	2022-03-31 13:44:40.634496	2022-03-31 13:51:08.389803	387,755307	False	2	36-45	female	4	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['heard', 'heard', 'seen', 'seen', 'heard', 'seen', 'seen']	3	4	5	1	4	5	more	0,0,0,0,0,0,0	High-ILS	The Sixth Sense, Schindler’s List, The Silence of the Lambs, The Godfather, Fight Club, Fargo, The Green Mile	['seen', 'heard', 'seen', 'heard', 'seen', 'heard', 'seen']	3	5	5	1	2	5	more	0,0,0,0,0,0,0	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['heard', 'heard', 'seen', 'seen', 'heard', 'seen', 'seen']	3	5	4	2	2	5	more	0,0,0,0,0,0,0	Se7en	Forrest Gump	1	0	81,24984	45,843821	36,568144	10,83425	150,094991	40,867502	13,031729	9,121128	5	5	1	genre, plot, year	I determine if movies in a list are diverse if they range in plot lines and subject matter, as well as genre. Being shot in different time periods can also help to diversify them from each other.	
12978	('Group1=', 2, ', Group2=', 1, ', Group3=', 3, 'ComparisonGroup=', 4)	2022-03-31 15:01:23.980078	2022-03-31 15:09:38.354217	494,374139	False	2	56-65	female	5	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['seen', 'seen', 'heard', 'seen', 'seen', 'seen', 'seen']	3	3	3	3	5	4	more	0,0,0,0,0,0,0	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['seen', 'seen', 'heard', 'seen', 'never', 'seen', 'seen']	3	4	4	2	5	4	more	0,0,0,0,0,0,0	High-ILS	The Sixth Sense, Schindler’s List, The Silence of the Lambs, The Godfather, Fight Club, Fargo, The Green Mile	['seen', 'seen', 'heard', 'seen', 'seen', 'seen', 'seen']	3	5	5	1	5	4	more	0,0,0,0,0,0,0	Se7en	Forrest Gump	2	0	164,798354	47,285712	84,294548	11,973555	113,581815	38,802827	16,266934	17,174312	5	4	1	plot, genre, year, image, title, actors, runtime	Different genres of movies and from different times, also the theme division into more realistic ones and more fantasy, first list had too much fantasy, second list had a bias towards fantasy too. 	Thank you!
31963	('Group1=', 3, ', Group2=', 2, ', Group3=', 1, 'ComparisonGroup=', 4)	2022-03-31 13:39:45.570964	2022-03-31 13:48:08.283459	502,712495	False	2	36-45	female	4	High-ILS	The Sixth Sense, Schindler’s List, The Silence of the Lambs, The Godfather, Fight Club, Fargo, The Green Mile	['heard', 'seen', 'never', 'heard', 'never', 'never', 'heard']	2	4	4	3	5	4	more	0,0,0,0,0,0,0	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['never', 'never', 'heard', 'seen', 'seen', 'never', 'heard']	2	4	3	4	5	4	more	0,0,0,0,0,0,0	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['heard', 'seen', 'never', 'heard', 'never', 'never', 'heard']	2	4	3	4	4	5	more	0,0,0,0,0,0,0	Se7en	Forrest Gump	1	0	76,395832	33,370242	190,463111	9,899492	128,336218	30,300087	14,345065	19,491745	4	3	3	title, actors, image, year, genre, runtime, plot	I used to determined the movies are similar or diverse based on the title of the movie also the artists appearance in the movie poster.	none
29088	('Group1=', 3, ', Group2=', 2, ', Group3=', 1, 'ComparisonGroup=', 4)	2022-03-31 13:39:18.127155	2022-03-31 13:52:27.611143	789,483988	False	2	26-35	female	5	High-ILS	The Sixth Sense, Schindler’s List, The Silence of the Lambs, The Godfather, Fight Club, Fargo, The Green Mile	['seen', 'seen', 'seen', 'seen', 'seen', 'seen', 'seen']	7	4	4	2	5	5	more	0,0,0,0,0,0,0	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['seen', 'seen', 'seen', 'seen', 'seen', 'seen', 'seen']	7	4	4	2	5	5	more	0,0,0,0,0,0,0	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['seen', 'seen', 'seen', 'seen', 'seen', 'seen', 'seen']	7	4	4	2	5	5	more	0,0,0,0,0,0,0	Se7en	Forrest Gump	2	0	69,111612	72,626152	105,334479	4,743932	49,770701	264,205466	10,810611	212,703448	5	4	2	plot, actors, genre, image, title, runtime, year	I matched what was different by the type of movie like horror, action, and they also which movies were critically acclaimed.	fun! tysm
79277	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 2)	2022-03-31 13:46:25.083334	2022-03-31 13:49:51.819022	206,735688	False	2	26-35	male	3	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['heard', 'seen', 'seen', 'seen', 'heard', 'seen', 'seen']	2	4	4	3	5	4	more	0,0,0,0,0,0,0	High-ILS	The Sixth Sense, Schindler’s List, The Silence of the Lambs, The Godfather, Fight Club, Fargo, The Green Mile	['seen', 'seen', 'seen', 'heard', 'seen', 'seen', 'seen']	2	4	4	3	5	5	more	0,0,0,0,0,0,0	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['heard', 'seen', 'seen', 'seen', 'heard', 'seen', 'seen']	2	4	4	2	5	5	more	0,0,0,0,0,0,0	The Fugitive	Forrest Gump	1	0	54,508162	39,899933	22,488329	5,597903	29,732716	31,855169	12,638709	9,900804	4	4	2	genre, plot, actors, title, image, year, runtime	Basically what the movie was all about and the main theme of the movie is what I used to determine how diverse it was.	
96766	('Group1=', 2, ', Group2=', 3, ', Group3=', 1, 'ComparisonGroup=', 2)	2022-03-31 14:42:59.805118	2022-03-31 14:47:30.469306	270,664188	False	2	26-35	female	4	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['seen', 'seen', 'heard', 'never', 'seen', 'seen', 'seen']	6	4	3	3	4	5	more	0,0,0,0,0,0,0	High-ILS	The Sixth Sense, Schindler’s List, The Silence of the Lambs, The Godfather, Fight Club, Fargo, The Green Mile	['seen', 'heard', 'seen', 'heard', 'seen', 'seen', 'heard']	6	2	2	4	4	5	more	0,0,0,0,0,0,0	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['seen', 'seen', 'heard', 'never', 'seen', 'seen', 'seen']	6	4	4	2	5	5	more	0,0,0,0,0,0,0	The Fugitive	Forrest Gump	1	0	90,509601	39,241658	28,779131	6,10391	39,483458	31,724609	20,691108	14,018128	5	4	3	genre	If they are in the same category such as rom-com, comedy, action, thriller, horror, etc. If they are in different categories then it is a diverse list of movies.	
57814	('Group1=', 2, ', Group2=', 1, ', Group3=', 3, 'ComparisonGroup=', 2)	2022-03-31 14:40:49.202421	2022-03-31 14:45:45.530988	296,328567	False	2	36-45	male	4	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['seen', 'seen', 'seen', 'seen', 'seen', 'seen', 'never']	2	5	5	2	5	5	more	0,0,0,0,0,0,0	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['seen', 'seen', 'seen', 'seen', 'seen', 'seen', 'seen']	2	5	5	1	5	5	more	0,0,0,0,0,0,0	High-ILS	The Sixth Sense, Schindler’s List, The Silence of the Lambs, The Godfather, Fight Club, Fargo, The Green Mile	['seen', 'seen', 'seen', 'seen', 'seen', 'seen', 'never']	2	5	5	1	5	5	more	0,0,0,0,0,0,0	The Fugitive	Forrest Gump	1	0	66,813062	38,648923	30,815155	13,402285	81,419919	39,422536	15,772804	9,929744	5	5	1	genre, plot, actors, image, title, runtime, year	When i think of a movie being diverse, I think of the genre of the movie such as Action or Horror. I think the main difference in a movie is the genre, as a Horror movie cannot be considered similar to a Action movie in anyway. 	
3321	('Group1=', 2, ', Group2=', 3, ', Group3=', 1, 'ComparisonGroup=', 2)	2022-03-31 13:46:27.211654	2022-03-31 13:52:22.556178	355,344524	False	2	46-55	male	5	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['seen', 'seen', 'heard', 'seen', 'seen', 'seen', 'heard']	2	4	4	2	4	5	more	0,0,0,0,0,0,0	High-ILS	The Sixth Sense, Schindler’s List, The Silence of the Lambs, The Godfather, Fight Club, Fargo, The Green Mile	['seen', 'seen', 'seen', 'seen', 'seen', 'seen', 'heard']	2	3	3	4	4	5	more	0,0,0,0,0,0,0	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['seen', 'seen', 'heard', 'seen', 'seen', 'seen', 'heard']	2	4	4	3	4	5	more	0,0,0,0,0,0,0	The Fugitive	Forrest Gump	2	0	83,606038	57,689636	57,167711	10,478693	90,855999	31,935695	12,992906	10,389781	4	5	2	genre	 A list is diverse if it contains movies from more than one genre (preferably several).  For example: action, horror, comedy, drama.	
7836	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 2)	2022-03-31 13:39:07.917453	2022-03-31 13:45:36.300856	388,383403	False	2	26-35	female	4	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['never', 'heard', 'never', 'seen', 'never', 'heard', 'seen']	1	4	4	3	4	5	more	0,0,0,0,0,0,0	High-ILS	The Sixth Sense, Schindler’s List, The Silence of the Lambs, The Godfather, Fight Club, Fargo, The Green Mile	['heard', 'heard', 'heard', 'never', 'never', 'never', 'heard']	1	3	4	4	5	3	more	0,0,0,0,0,0,0	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['never', 'heard', 'never', 'seen', 'never', 'heard', 'seen']	1	3	4	3	4	3	more	0,0,0,0,0,0,0	The Fugitive	Forrest Gump	4	0	84,973552	45,163306	44,580072	11,260682	116,36172	50,03441	13,943813	21,915987	3	4	3	actors	The criteria I used is by reading the names of the movies and by seeing the pictures of it.	its good
56172	('Group1=', 3, ', Group2=', 2, ', Group3=', 1, 'ComparisonGroup=', 2)	2022-03-31 14:46:43.751234	2022-03-31 14:53:28.368015	404,616781	False	2	36-45	male	5	High-ILS	The Sixth Sense, Schindler’s List, The Silence of the Lambs, The Godfather, Fight Club, Fargo, The Green Mile	['seen', 'seen', 'seen', 'seen', 'seen', 'seen', 'seen']	5	4	4	2	5	5	more	0,0,0,0,0,0,0	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['seen', 'seen', 'seen', 'seen', 'seen', 'seen', 'seen']	5	5	5	1	4	5	more	0,0,0,0,0,0,0	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['seen', 'seen', 'seen', 'seen', 'seen', 'seen', 'seen']	5	5	5	1	4	5	more	0,0,0,0,0,0,0	The Fugitive	Forrest Gump	1	0	72,980525	65,395051	48,534418	42,301361	91,773603	20,08113	41,117241	22,264828	5	5	1	genre, plot	 I tried to compare the storyline and genre of the movie choices.  There were a sufficient amount of variety in the choices presented.	No additional feedback.
71439	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 2)	2022-03-31 13:43:54.156085	2022-03-31 13:51:00.017655	425,86157	False	2	46-55	female	4	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['heard', 'seen', 'heard', 'seen', 'seen', 'seen', 'seen']	2	4	4	2	5	5	more	0,0,0,0,0,0,0	High-ILS	The Sixth Sense, Schindler’s List, The Silence of the Lambs, The Godfather, Fight Club, Fargo, The Green Mile	['seen', 'seen', 'heard', 'heard', 'seen', 'heard', 'seen']	2	2	4	4	2	4	exactly	0,0,0,0,0,0,0	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['heard', 'seen', 'heard', 'seen', 'seen', 'seen', 'seen']	2	4	4	4	5	5	more	0,0,0,0,0,0,0	The Fugitive	Forrest Gump	1	0	75,965749	57,802259	38,830147	13,271421	121,689956	69,406668	27,017369	21,761902	4	3	4	genre	I looked to see if there was more then 1 different genre. 	
39218	('Group1=', 2, ', Group2=', 3, ', Group3=', 1, 'ComparisonGroup=', 2)	2022-03-31 15:55:00.812722	2022-03-31 16:04:02.328173	541,515451	False	2	26-35	female	5	Mid-ILS	Pulp Fiction, Fight Club, The Shawshank Redemption, The Empire Strikes Back, Star Wars, American Beauty, Requiem for a Dream	['never', 'never', 'seen', 'heard', 'heard', 'never', 'seen']	3	5	3	4	5	4	exactly	0,0,0,0,0,0,0	High-ILS	The Sixth Sense, Schindler’s List, The Silence of the Lambs, The Godfather, Fight Club, Fargo, The Green Mile	['never', 'heard', 'seen', 'heard', 'heard', 'heard', 'seen']	3	4	3	5	4	5	more	0,0,0,0,0,0,0	Low-ILS	The Godfather: Part II, The Lord of the Rings: The Fellowship of the Ring, Se7en, Forrest Gump, The Fugitive, The Shining, The Matrix	['never', 'never', 'seen', 'heard', 'heard', 'never', 'seen']	3	4	5	4	3	5	exactly	0,0,0,0,0,0,0	The Fugitive	Forrest Gump	5	0,1	67,29419	48,564878	46,970581	24,354291	246,966337	68,289823	14,333899	24,317595	4	5	3	title, genre, plot, image, year, actors, runtime	Partnerships between schools and community groups offer a clear benefit: They enhance learning opportunities by providing students with resources, experiences, and environments they would not otherwise have. Improves Time Management. Grades may go up and down, but students' time management is a learned skill that will shape their future habits. Helps Build Independence. ...Teaches Students to Be Proactive. Teaches Problem Solving Skills. .Helps Curate Their Interests.	good
