id	group	start time	end time	duration	pressed back	attention check	age	gender	cooking enthusiast	restrictions	treatment1	order1	familiarity1	selection1	diversity1	variety1	similarity1	easiness1confidence1	confidence1	amount1	poster clicks1	treatment2	order2	familiarity2	selection2	diversity2	variety2	similarity2	easiness2	confidence2	amount2	poster clicks2	treatment3	order3	familiarity3	selection3	diversity3	variety3	similarity3	easiness3	confidence3	amount3	poster clicks3	comparison 1	comparison 2	comparison similarity	poster clicks comparison	decision time1	decision time2	decision time3	decision time comparison	decision time freetext	decision time ranking	decision time landing page questions	decision time demographics	discovery	interests	distraction	ranking	freetext	feedback
93507	('Group1=', 2, ', Group2=', 1, ', Group3=', 3, 'ComparisonGroup=', 4)	2022-03-30 14:30:39.842782	2022-03-30 14:45:13.247282	873,4045	False	2	46-55	male	4--5	none	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['prepared', 'prepared', 'similar', 'similar', 'prepared', 'similar', 'never']	7	4	3	2	3	4	more	1,1,1,1,1,1,1	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['similar', 'similar', 'prepared', 'prepared', 'similar', 'prepared', 'similar']	1	2	2	4	3	4	more	0,1,1,2,1,2,3	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['prepared', 'never', 'similar', 'prepared', 'similar', 'never', 'similar']	2	4	4	2	4	4	more	0,1,0,1,1,1,1	Chicken Pot Pie	Janet's Rich Banana Bread	2	0,1	246,31569	203,55108	131,150361	25,131704	136,094803	77,348436	35,44663	18,262315	4	3	2	ingredients, cuisine, instructions, duration, image, title, nutrients	Diverse recipes have different ingredients, first of all. If they do have similar ingredients, they will be more diverse if they are cooked with very different techniques, such as baked versus steamed.	
6117	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 4)	2022-03-30 13:50:49.344639	2022-03-30 14:06:51.468811	962,124172	False	2	46-55	male	2--3	none	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['similar', 'prepared', 'never', 'never', 'never', 'never', 'similar']	2	4	5	5	4	5	exactly	0,0,0,0,0,0,0	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['never', 'similar', 'similar', 'never', 'similar', 'never', 'never']	2	4	4	5	4	3	exactly	0,0,0,0,0,0,0	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'never', 'never', 'never', 'similar', 'prepared', 'prepared']	6	4	5	5	3	4	none	0,0,0,0,0,0,0	Chicken Pot Pie	Janet's Rich Banana Bread	4	0	479,530878	153,740169	99,677529	22,667845	131,82869	33,661657	15,230048	25,444784	5	4	5	title, image, cuisine, duration, ingredients, reviews, nutrients, instructions	I have enter read the text, I just diverse the list about the preparing recipes.  But it is sometimes very slow to do.	Useful survey to me.
91345	('Group1=', 3, ', Group2=', 1, ', Group3=', 2, 'ComparisonGroup=', 4)	2022-03-30 15:45:52.794348	2022-03-30 16:04:48.632508	1135,83816	False	2	26-35	male	>5	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'never', 'similar', 'never', 'prepared', 'never', 'similar']	5	3	4	4	5	5	more	2,0,0,0,2,0,0	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['never', 'never', 'similar', 'similar', 'never', 'never', 'similar']	3	4	3	5	3	4	more	2,0,0,0,0,0,0	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['never', 'similar', 'never', 'never', 'similar', 'never', 'never']	2	3	5	3	4	5	exactly	0,0,0,0,0,0,0	Chicken Pot Pie	Janet's Rich Banana Bread	2	1,1	264,3094	109,312783	78,768015	177,138317	169,593052	125,898735	94,497942	116,130207	3	4	4	image, cuisine, ingredients, reviews, duration, nutrients, instructions, title	I click on that receipes each one is different and someone's are similar. most of the receipes were newly to me.	nice study
18117	('Group1=', 3, ', Group2=', 1, ', Group3=', 2, 'ComparisonGroup=', 4)	2022-03-30 13:24:25.227708	2022-03-30 13:43:40.694131	1155,466423	False	2	26-35	male	<1	vegetarian	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'never', 'never', 'never', 'similar', 'never', 'similar']	1	4	4	2	2	4	more	0,0,0,0,0,0,0	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['never', 'never', 'never', 'similar', 'similar', 'similar', 'never']	1	2	2	4	2	2	exactly	0,0,0,0,0,0,0	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['never', 'never', 'never', 'never', 'never', 'never', 'never']	1	4	4	2	3	4	more	0,0,0,0,0,0,0	Chicken Pot Pie	Janet's Rich Banana Bread	2	7,5	605,563385	65,064066	36,383729	186,890449	86,340076	74,820634	83,83389	16,403094	4	4	2	ingredients, image, title	I judged based on what kind of ingredients go into recipe and what kind of taste it produces.	
10533	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 4)	2022-03-30 13:33:48.722734	2022-03-30 13:53:22.278689	1173,555955	True	2	26-35	female	>5	none	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['prepared', 'similar', 'never', 'never', 'prepared', 'never', 'similar']	6	4	5	4	4	5	more	0,0,0,0,0,1,0	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['never', 'never', 'never', 'never', 'never', 'similar', 'never']	7	4	5	4	5	4	more	0,0,0,0,0,0,1	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'never', 'never', 'never', 'never', 'never', 'similar']	7	4	4	5	4	4	more	0,0,0,0,0,0,1	Chicken Pot Pie	Janet's Rich Banana Bread	2	2,1	137,465203	73,362809	52,845251	47,194638	555,483522	175,36923	47,937101	83,658251	4	5	4	ingredients, nutrients, reviews	I have read the text, because this two recipes compare to very difference. The difference is ingredients. both dishes is different.	nice survey very interesting
31024	('Group1=', 2, ', Group2=', 1, ', Group3=', 3, 'ComparisonGroup=', 4)	2022-03-30 13:34:30.649612	2022-03-30 14:04:27.491321	1796,841709	False	2	46-55	male	4--5	gluten	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['never', 'similar', 'never', 'similar', 'similar', 'never', 'never']	5	4	3	4	2	5	more	0,0,0,0,0,0,0	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['similar', 'never', 'never', 'never', 'never', 'never', 'similar']	7	4	3	4	4	4	more	0,0,0,0,0,0,0	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'never', 'never', 'never', 'similar', 'never', 'similar']	7	4	3	4	4	3	more	0,0,0,0,0,0,0	Chicken Pot Pie	Janet's Rich Banana Bread	4	0	134,04035	116,21626	64,201286	11,762032	1136,543467	288,317479	15,83947	29,57424	4	3	4	ingredients, nutrients, cuisine, instructions, image, duration, title, reviews	Muffin, brownies are my favorite recipies. It has to be done with full of love and passion	
71447	('Group1=', 3, ', Group2=', 1, ', Group3=', 2, 'ComparisonGroup=', 3)	2022-03-30 13:54:06.245071	2022-03-30 13:58:45.456024	279,210953	False	2	36-45	female	2--3	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'never', 'similar', 'prepared', 'prepared', 'never', 'never']	4	4	3	4	4	4	more	0,0,0,0,0,0,0	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['never', 'similar', 'similar', 'prepared', 'prepared', 'similar', 'similar']	5	4	3	4	5	4	more	0,0,0,0,0,0,0	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['similar', 'prepared', 'prepared', 'never', 'prepared', 'similar', 'never']	2	4	3	4	3	4	more	0,0,0,0,0,0,0	Donut Muffins	Pico de Gallo Chicken Quesadillas	2	0	27,238886	37,340964	45,68665	11,351788	83,341646	34,500107	17,05082	22,584586	4	4	3	title, image, nutrients, ingredients, duration, instructions, cuisine, reviews	I used to determine the recipes are similar or diverse based on the dishes names also the appearance of the dishes.	none
3254	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 3)	2022-03-30 14:14:36.695070	2022-03-30 14:19:16.230039	279,534969	False	2	26-35	female	4--5	vegetarian	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['never', 'similar', 'similar', 'similar', 'prepared', 'similar', 'never']	4	4	5	5	5	4	more	0,0,0,0,0,0,0	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['never', 'similar', 'never', 'similar', 'similar', 'never', 'similar']	4	3	4	5	4	5	more	0,0,0,0,0,0,0	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'never', 'similar', 'never', 'similar', 'never', 'similar']	5	4	5	4	5	4	more	0,0,0,0,0,0,0	Donut Muffins	Pico de Gallo Chicken Quesadillas	4	1	26,482718	24,236789	24,098421	17,962427	89,855646	21,944438	18,710531	55,517651	4	5	4	title, reviews, instructions, image, nutrients, duration, ingredients, cuisine	I asked some experienced food writers and recipe developers what they look for when browsing new recipes online, and they shared their best advice, including what red flags to watch out for, and why you should look beyond the recipe itself when judging its reliability.	good
40578	('Group1=', 3, ', Group2=', 2, ', Group3=', 1, 'ComparisonGroup=', 3)	2022-03-30 13:35:23.612869	2022-03-30 13:40:06.388584	282,775715	False	2	46-55	male	4--5	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'similar', 'similar', 'similar', 'similar', 'similar', 'similar']	2	4	4	3	3	4	more	0,0,0,0,0,0,0	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['never', 'never', 'never', 'never', 'never', 'never', 'similar']	7	4	4	4	3	3	exactly	0,0,0,0,0,0,0	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['never', 'never', 'similar', 'never', 'similar', 'similar', 'never']	3	4	4	4	4	4	more	0,0,0,0,0,0,0	Donut Muffins	Pico de Gallo Chicken Quesadillas	3	0	63,148521	44,812148	40,529397	8,088124	33,710756	27,727832	9,477139	54,828271	4	4	4	title	and I went with my own personal tastes. Some foods I just don't like too much while others are great.	
2820	('Group1=', 3, ', Group2=', 2, ', Group3=', 1, 'ComparisonGroup=', 3)	2022-03-30 14:55:17.753252	2022-03-30 15:00:58.485323	340,732071	False	2	26-35	male	2--3	vegetarian	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'never', 'prepared', 'similar', 'prepared', 'never', 'never']	5	2	3	3	4	4	exactly	0,0,0,0,0,0,0	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['similar', 'never', 'prepared', 'prepared', 'never', 'prepared', 'prepared']	4	5	3	3	4	5	exactly	0,0,0,0,0,0,0	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['similar', 'prepared', 'similar', 'never', 'prepared', 'prepared', 'never']	6	3	4	5	5	4	exactly	0,0,0,0,0,0,0	Donut Muffins	Pico de Gallo Chicken Quesadillas	3	0	38,14792	29,590937	27,624678	7,579267	173,290897	26,746756	15,86095	21,772159	5	3	4	nutrients, image, reviews, instructions, duration, ingredients, cuisine, title	I chose it based on the taste and healthy preference of the recipe. Quality of the product is also important.	
97818	('Group1=', 3, ', Group2=', 2, ', Group3=', 1, 'ComparisonGroup=', 3)	2022-03-30 13:46:13.965696	2022-03-30 13:52:05.779521	351,813825	False	2	36-45	male	>5	none	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'similar', 'prepared', 'never', 'similar', 'prepared', 'similar']	6	3	2	2	4	4	more	1,0,0,0,0,0,0	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['prepared', 'prepared', 'prepared', 'similar', 'never', 'prepared', 'prepared']	2	3	2	2	4	4	more	0,0,0,0,0,0,0	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['similar', 'prepared', 'prepared', 'prepared', 'similar', 'prepared', 'similar']	2	3	2	2	4	4	more	0,0,0,0,0,0,0	Donut Muffins	Pico de Gallo Chicken Quesadillas	2	0	77,535542	46,63477	66,442671	10,59023	77,983287	38,909418	11,847642	21,764619	2	2	2	cuisine, ingredients, instructions, nutrients, image, duration, reviews, title	I guess a diverse list would have a large variety of courses, ethnic types of food, different ingrdients and cooking techniques.	
19981	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 3)	2022-03-30 13:42:00.138284	2022-03-30 13:49:18.785581	438,647297	False	2	56-65	female	4--5	none	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['never', 'similar', 'prepared', 'similar', 'never', 'similar', 'never']	7	2	2	4	5	5	more	0,0,0,0,0,0,2	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'similar', 'similar', 'never', 'similar', 'similar', 'similar']	7	4	5	3	2	4	more	0,0,0,0,1,1,1	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['never', 'never', 'similar', 'never', 'similar', 'similar', 'never']	7	4	4	2	2	4	more	0,0,0,0,0,0,1	Donut Muffins	Pico de Gallo Chicken Quesadillas	1	0	142,333261	84,988142	60,989127	14,107736	45,017488	56,142252	21,47103	13,455023	4	4	2	image, reviews, nutrients, title, ingredients, cuisine, duration, instructions	is it the main meal, or a side, desert, which meal of the day, sweet, salty, protein	
90159	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 3)	2022-03-30 13:23:45.252538	2022-03-30 13:31:24.407242	459,154704	False	2	46-55	male	4--5	none	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['never', 'never', 'prepared', 'never', 'never', 'similar', 'never']	7	2	2	4	4	4	more	0,0,0,0,0,0,0	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'similar', 'never', 'never', 'similar', 'similar', 'never']	6	4	4	2	4	4	more	0,0,0,0,0,0,0	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['similar', 'never', 'similar', 'never', 'never', 'never', 'never']	2	4	4	2	2	3	none	0,0,0,0,0,0,0	Donut Muffins	Pico de Gallo Chicken Quesadillas	2	0	109,950356	47,401068	61,237359	16,84165	103,838849	38,025241	42,879097	38,937392	4	3	3	ingredients	I consider recipes differents according to their taste (sweet, salty, etc.), ingredients and most of all if I consider them a first course, a second curse, a dessert, good for breakfast or lunch / dinner etc.	nothing to report, survey was technically flawless, everything worked just fine.
87777	('Group1=', 1, ', Group2=', 3, ', Group3=', 2, 'ComparisonGroup=', 3)	2022-03-30 14:59:44.182440	2022-03-30 15:08:56.257593	552,075153	False	2	26-35	male	4--5	none	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['never', 'similar', 'prepared', 'similar', 'prepared', 'prepared', 'similar']	3	4	4	3	4	4	more	0,0,0,0,0,0,0	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['similar', 'similar', 'similar', 'similar', 'similar', 'similar', 'similar']	5	4	4	4	3	4	more	0,0,0,0,0,0,0	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['similar', 'similar', 'similar', 'never', 'similar', 'similar', 'prepared']	7	4	4	4	3	3	more	0,0,0,0,0,0,0	Donut Muffins	Pico de Gallo Chicken Quesadillas	4	0,1	102,648204	81,523568	58,787777	15,106169	131,98625	100,732411	24,976231	36,158016	4	4	2	ingredients, nutrients, instructions, duration, cuisine, title, image, reviews	I have read the textI found each recipes mentioned before belongs to different origin. Few recipes were new to me.	Great study.
25078	('Group1=', 3, ', Group2=', 2, ', Group3=', 1, 'ComparisonGroup=', 3)	2022-03-30 14:23:59.455873	2022-03-30 14:37:57.223718	837,767845	False	2	26-35	male	2--3	vegetarian	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'similar', 'prepared', 'never', 'prepared', 'similar', 'prepared']	7	4	3	4	5	4	exactly	0,0,0,0,0,0,0	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['never', 'prepared', 'similar', 'similar', 'similar', 'never', 'prepared']	4	5	4	3	5	4	more	0,0,0,0,0,0,0	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['similar', 'never', 'never', 'prepared', 'prepared', 'similar', 'prepared']	7	5	4	5	4	3	more	0,0,0,0,0,0,0	Donut Muffins	Pico de Gallo Chicken Quesadillas	4	1	494,287502	49,409598	42,220684	14,644762	129,271968	26,038573	9,546396	71,997034	4	3	4	nutrients, cuisine, ingredients, image, instructions, duration, title, reviews	As their names suggest, banana bread is a type of bread made with mashed bananas.	good survey
3319	('Group1=', 3, ', Group2=', 1, ', Group3=', 2, 'ComparisonGroup=', 3)	2022-03-30 15:27:00.971833	2022-03-30 15:41:19.143734	858,171901	False	2	>65	male	4--5	vegetarian	Low-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Shrimp Scampi Bake'], 'Pico de Gallo Chicken Quesadillas'], 'Chocolate Covered Strawberries'], 'Roasted Garlic Cauliflower'], 'Sirloin Steak with Garlic Butter'], ""Mom's Zucchini Bread""]"	['never', 'similar', 'prepared', 'similar', 'similar', 'never', 'never']	4	4	3	5	4	3	more	0,0,0,0,0,0,0	High-ILS	[[[[[[['', 'Donut Muffins'], 'Brown Sugar Smokies'], 'Good Old Fashioned Pancakes'], 'Best Big, Fat, Chewy Chocolate Chip Cookie'], 'Peanut Butter Cup Cookies'], 'Best Chocolate Chip Cookies'], 'Banana Crumb Muffins']	['similar', 'never', 'prepared', 'never', 'similar', 'similar', 'never']	3	3	4	5	4	3	exactly	0,0,0,0,0,0,0	Mid-ILS	"[[[[[[['', 'Roasted Brussels Sprouts'], 'Mushrooms with a Soy Sauce Glaze'], 'Meatball Nirvana'], 'Donut Muffins'], ""Janet's Rich Banana Bread""], 'Pico de Gallo Chicken Quesadillas'], 'Chicken Pot Pie']"	['never', 'prepared', 'similar', 'similar', 'never', 'prepared', 'never']	3	4	3	5	4	5	exactly	0,0,0,0,0,0,0	Donut Muffins	Pico de Gallo Chicken Quesadillas	4	0	211,299172	91,779402	62,018119	15,146433	168,727792	57,66802	52,971618	198,282911	3	4	5	nutrients	and take the recipe that you intend to cook and read it thoroughly to familiarize yourself with the timing, techniques, equipment, and ingredients you will need	This is very good task
