id	group	start time	end time	duration	pressed back	attention check	age	gender	cooking enthusiast	restrictions	treatment1	order1	familiarity1	selection1	diversity1	variety1	similarity1	easiness1	confidence1	amount1	poster clicks1	treatment2	order2	familiarity2	selection2	diversity2	variety2	similarity2	easiness2	confidence2	amount2	poster clicks2	treatment3	order3	familiarity3	selection3	diversity3	variety3	similarity3	easiness3	confidence3	amount3	poster clicks3	comparison 1	comparison 2	comparison similarity	poster clicks comparison	decision time1	decision time2	decision time3	decision time comparison	decision time freetext	decision time ranking	decision time landing page questions	decision time demographics	discovery	interests	distraction	ranking	freetext	feedback
43887	('Group1=', 9, ', Group2=', 3, ', Group3=', 4, 'ComparisonGroup=', 2)	2022-02-27 00:39:18.587229	2022-02-27 00:44:02.493960	283,906731	False	2	26-35	male	4--5	none	Recommendation-based (low-ILS)	"[[[[[[['', ""Jay's Signature Pizza Crust""], 'Broiled Tilapia Parmesan'], 'Delicious Ham and Potato Soup'], 'Baked Teriyaki Chicken'], 'Award Winning Soft Chocolate Chip Cookies'], 'Slow Cooker Mashed Potatoes'], 'Mexican Rice']"	['never', 'never', 'never', 'similar', 'similar', 'similar', 'never']	6	5	5	2	4	4	more	0,0,0,0,0,0,0	Recommendation-based (mid-ILS shuffled)	[[[[[[['', 'Fluffy Pancakes'], 'Cranberry Pistachio Biscotti'], 'Delicious Ham and Potato Soup'], 'Award Winning Soft Chocolate Chip Cookies'], 'Banana Crumb Muffins'], 'Broiled Tilapia Parmesan'], 'Orzo with Parmesan and Basil']	['prepared', 'never', 'never', 'similar', 'never', 'never', 'never']	1	5	5	2	4	4	more	0,0,0,0,0,0,0	Homogenous (maximize similarity of neighbors)	"[[[[[[['', 'Lentil Stew'], 'Black Bean, Sausage, and Sweet Potato Soup'], 'Easy Sweet Chili'], ""Aunt Ro's Baked Beans""], 'Chicken Penne with Asparagus'], 'BBQ Chicken Wings'], 'Tandoori Chicken']"	['never', 'never', 'never', 'never', 'similar', 'never', 'never']	6	4	4	3	5	5	more	0,0,0,0,0,0,0	Fluffy Pancakes	Cranberry Pistachio Biscotti	1	0	77,483374	40,62715	31,714852	7,860992	60,147403	36,478529	15,83246	13,670231	4	2	2	image, ingredients, title, reviews, instructions, duration, cuisine, nutrients	I mainly base things on first the taste of what the dish seems like it would taste like sweet and savoury or spicy. Then I look at the base ingredients.	
42677	('Group1=', 6, ', Group2=', 5, ', Group3=', 2, 'ComparisonGroup=', 3)	2022-02-24 14:12:08.740773	2022-02-24 14:16:53.513200	284,772427	False	2	19-25	male	1	none	Recommendation-based (mid-ILS maximize similarity of neighbors)	[[[[[[['', 'Fluffy Pancakes'], 'Banana Crumb Muffins'], 'Award Winning Soft Chocolate Chip Cookies'], 'Cranberry Pistachio Biscotti'], 'Delicious Ham and Potato Soup'], 'Orzo with Parmesan and Basil'], 'Broiled Tilapia Parmesan']	['prepared', 'never', 'never', 'never', 'never', 'never', 'never']	1	2	2	4	2	4	exactly	1,0,0,0,0,0,0	Homogenous (minimize similarity of neighbors)	"[[[[[[['', 'Lentil Stew'], 'Tandoori Chicken'], 'Black Bean, Sausage, and Sweet Potato Soup'], 'BBQ Chicken Wings'], 'Easy Sweet Chili'], ""Aunt Ro's Baked Beans""], 'Chicken Penne with Asparagus']"	['never', 'similar', 'never', 'prepared', 'never', 'prepared', 'never']	4	4	4	2	4	5	more	0,0,0,0,0,0,0	Collection	[[[[[[['', 'Chocolate Chocolate Chip Muffins'], 'Double Chocolate Cherry Muffins'], 'Chocolate Chocolate Chip Nut Muffins'], 'Chocolate Raisin Oatmeal Muffins'], 'Moist Chocolate Muffins'], 'Healthy Chocolate Morning Muffins'], 'Chocolate Protein Muffins']	['similar', 'similar', 'similar', 'similar', 'similar', 'similar', 'similar']	1	1	1	5	2	4	more	0,0,0,0,0,0,0	Award Winning Soft Chocolate Chip Cookies	Orzo with Parmesan and Basil	1	0	93,749959	47,246905	33,840139	7,793675	47,702286	27,16945	15,136903	11,933695	2	1	3	image, ingredients, title, nutrients, cuisine, duration, instructions, reviews	One is a dessert, the other one is more like something you eat with your family at 1 PM	
89235	('Group1=', 5, ', Group2=', 7, ', Group3=', 2, 'ComparisonGroup=', 1)	2022-03-03 14:43:30.222693	2022-03-03 14:48:23.408559	293,185866	False	2	19-25	male	2--3	vegetarian	Homogenous (minimize similarity of neighbors)	"[[[[[[['', 'Lentil Stew'], 'Tandoori Chicken'], 'Black Bean, Sausage, and Sweet Potato Soup'], 'BBQ Chicken Wings'], 'Easy Sweet Chili'], ""Aunt Ro's Baked Beans""], 'Chicken Penne with Asparagus']"	['never', 'never', 'never', 'prepared', 'similar', 'similar', 'never']	4	4	4	3	5	4	more	0,0,0,0,0,0,0	Recommendation-based (mid-ILS minimize similarity of neighbors)	[[[[[[['', 'Fluffy Pancakes'], 'Broiled Tilapia Parmesan'], 'Orzo with Parmesan and Basil'], 'Award Winning Soft Chocolate Chip Cookies'], 'Delicious Ham and Potato Soup'], 'Banana Crumb Muffins'], 'Cranberry Pistachio Biscotti']	['prepared', 'never', 'never', 'prepared', 'never', 'never', 'never']	4	5	5	3	4	5	more	0,0,0,0,0,0,0	Collection	[[[[[[['', 'Chocolate Chocolate Chip Muffins'], 'Double Chocolate Cherry Muffins'], 'Chocolate Chocolate Chip Nut Muffins'], 'Chocolate Raisin Oatmeal Muffins'], 'Moist Chocolate Muffins'], 'Healthy Chocolate Morning Muffins'], 'Chocolate Protein Muffins']	['never', 'never', 'never', 'never', 'never', 'never', 'never']	5	1	1	5	2	2	exactly	0,0,0,0,0,0,0	Delicious Ham and Potato Soup	Broiled Tilapia Parmesan	1	0	58,474726	37,230303	38,906986	17,018456	78,097633	36,327991	14,015569	12,994211	2	3	3	title	I determined if the recipes were diverse by making sure the names of the recipes were similar or not.	
63361	('Group1=', 5, ', Group2=', 3, ', Group3=', 9, 'ComparisonGroup=', 1)	2022-03-03 16:07:14.871979	2022-03-03 16:12:10.348883	295,476904	False	2	36-45	female	2--3	none	Homogenous (minimize similarity of neighbors)	"[[[[[[['', 'Lentil Stew'], 'Tandoori Chicken'], 'Black Bean, Sausage, and Sweet Potato Soup'], 'BBQ Chicken Wings'], 'Easy Sweet Chili'], ""Aunt Ro's Baked Beans""], 'Chicken Penne with Asparagus']"	['never', 'never', 'never', 'prepared', 'similar', 'similar', 'never']	4	4	5	4	4	4	more	0,0,0,0,0,0,0	Recommendation-based (mid-ILS shuffled)	[[[[[[['', 'Fluffy Pancakes'], 'Cranberry Pistachio Biscotti'], 'Delicious Ham and Potato Soup'], 'Award Winning Soft Chocolate Chip Cookies'], 'Banana Crumb Muffins'], 'Broiled Tilapia Parmesan'], 'Orzo with Parmesan and Basil']	['prepared', 'similar', 'similar', 'prepared', 'similar', 'never', 'never']	3	4	4	2	4	4	more	0,0,0,0,0,0,0	Recommendation-based (low-ILS)	"[[[[[[['', ""Jay's Signature Pizza Crust""], 'Broiled Tilapia Parmesan'], 'Delicious Ham and Potato Soup'], 'Baked Teriyaki Chicken'], 'Award Winning Soft Chocolate Chip Cookies'], 'Slow Cooker Mashed Potatoes'], 'Mexican Rice']"	['prepared', 'never', 'similar', 'never', 'prepared', 'similar', 'similar']	4	4	4	2	4	4	more	0,0,0,0,0,0,0	Delicious Ham and Potato Soup	Broiled Tilapia Parmesan	2	0	60,734766	38,195187	36,329803	8,603332	81,808514	41,304277	15,309536	13,046094	5	4	2	ingredients	I made my decision based on how similar the dishes are. If the recipes had a lot of different ingredients or forms (soup, fish, dessert, etc.) I rated them as being more diverse. 	
29822	('Group1=', 8, ', Group2=', 4, ', Group3=', 3, 'ComparisonGroup=', 4)	2022-02-26 23:38:57.630312	2022-02-26 23:43:56.309903	298,679591	False	2	36-45	male	2--3	none	Recommendation-based (high-ILS)	"[[[[[[['', ""Beth's Spicy Oatmeal Raisin Cookies""], 'Delicious Ham and Potato Soup'], 'Slow-Cooker Pepper Steak'], 'Burrito Pie'], 'Good Old Fashioned Pancakes'], 'Best Brownies'], 'Orzo with Parmesan and Basil']"	['similar', 'similar', 'never', 'never', 'prepared', 'prepared', 'never']	4	4	4	3	5	5	exactly	0,0,0,0,0,0,0	Homogenous (maximize similarity of neighbors)	"[[[[[[['', 'Lentil Stew'], 'Black Bean, Sausage, and Sweet Potato Soup'], 'Easy Sweet Chili'], ""Aunt Ro's Baked Beans""], 'Chicken Penne with Asparagus'], 'BBQ Chicken Wings'], 'Tandoori Chicken']"	['prepared', 'prepared', 'prepared', 'prepared', 'never', 'prepared', 'never']	5	2	2	4	4	5	exactly	0,0,0,0,0,0,0	Recommendation-based (mid-ILS shuffled)	[[[[[[['', 'Fluffy Pancakes'], 'Cranberry Pistachio Biscotti'], 'Delicious Ham and Potato Soup'], 'Award Winning Soft Chocolate Chip Cookies'], 'Banana Crumb Muffins'], 'Broiled Tilapia Parmesan'], 'Orzo with Parmesan and Basil']	['prepared', 'never', 'similar', 'prepared', 'prepared', 'prepared', 'never']	2	4	4	3	2	3	exactly	0,0,0,0,0,0,0	Banana Crumb Muffins	Broiled Tilapia Parmesan	1	2,2	51,344705	41,231755	43,333892	13,051019	85,277383	34,030156	14,041932	16,198304	5	5	1	cuisine, ingredients	I think if they were in different categories of meals, like fish or dessert or baked or stews etc, is how I determined that they were diverse.  The selections that lacked diversity were the ones that all belonged to the same category, like soups/stews or cookies/brownies/pancakes.	no issues
91359	('Group1=', 3, ', Group2=', 2, ', Group3=', 5, 'ComparisonGroup=', 2)	2022-03-01 16:22:55.055748	2022-03-01 16:27:57.817896	302,762148	False	2	36-45	male	4--5	none	Recommendation-based (mid-ILS shuffled)	[[[[[[['', 'Fluffy Pancakes'], 'Cranberry Pistachio Biscotti'], 'Delicious Ham and Potato Soup'], 'Award Winning Soft Chocolate Chip Cookies'], 'Banana Crumb Muffins'], 'Broiled Tilapia Parmesan'], 'Orzo with Parmesan and Basil']	['similar', 'never', 'similar', 'never', 'never', 'never', 'never']	1	4	4	3	4	4	more	0,0,0,0,0,0,0	Collection	[[[[[[['', 'Chocolate Chocolate Chip Muffins'], 'Double Chocolate Cherry Muffins'], 'Chocolate Chocolate Chip Nut Muffins'], 'Chocolate Raisin Oatmeal Muffins'], 'Moist Chocolate Muffins'], 'Healthy Chocolate Morning Muffins'], 'Chocolate Protein Muffins']	['never', 'never', 'never', 'never', 'never', 'never', 'never']	1	1	1	5	3	4	more	0,0,0,0,0,0,0	Homogenous (minimize similarity of neighbors)	"[[[[[[['', 'Lentil Stew'], 'Tandoori Chicken'], 'Black Bean, Sausage, and Sweet Potato Soup'], 'BBQ Chicken Wings'], 'Easy Sweet Chili'], ""Aunt Ro's Baked Beans""], 'Chicken Penne with Asparagus']"	['never', 'never', 'never', 'similar', 'similar', 'never', 'never']	4	4	4	3	4	4	more	0,0,0,0,0,0,0	Fluffy Pancakes	Cranberry Pistachio Biscotti	1	0	83,676182	42,950126	38,226522	10,425322	61,476104	34,594338	18,337186	12,956714	4	3	2	ingredients, cuisine, title	The list was diverse if it contained recipes for multiple categories of dish types with different kinds of ingredients.	
35984	('Group1=', 5, ', Group2=', 7, ', Group3=', 8, 'ComparisonGroup=', 2)	2022-02-27 01:41:30.653183	2022-02-27 01:46:35.649087	304,995904	False	2	26-35	male	2--3	none	Homogenous (minimize similarity of neighbors)	"[[[[[[['', 'Lentil Stew'], 'Tandoori Chicken'], 'Black Bean, Sausage, and Sweet Potato Soup'], 'BBQ Chicken Wings'], 'Easy Sweet Chili'], ""Aunt Ro's Baked Beans""], 'Chicken Penne with Asparagus']"	['never', 'never', 'never', 'prepared', 'never', 'never', 'never']	4	5	4	1	5	5	more	0,0,0,0,0,0,0	Recommendation-based (mid-ILS minimize similarity of neighbors)	[[[[[[['', 'Fluffy Pancakes'], 'Broiled Tilapia Parmesan'], 'Orzo with Parmesan and Basil'], 'Award Winning Soft Chocolate Chip Cookies'], 'Delicious Ham and Potato Soup'], 'Banana Crumb Muffins'], 'Cranberry Pistachio Biscotti']	['similar', 'never', 'never', 'similar', 'never', 'similar', 'never']	1	5	4	1	5	4	more	0,0,0,0,0,0,0	Recommendation-based (high-ILS)	"[[[[[[['', ""Beth's Spicy Oatmeal Raisin Cookies""], 'Delicious Ham and Potato Soup'], 'Slow-Cooker Pepper Steak'], 'Burrito Pie'], 'Good Old Fashioned Pancakes'], 'Best Brownies'], 'Orzo with Parmesan and Basil']"	['similar', 'never', 'never', 'never', 'similar', 'similar', 'never']	6	5	4	1	5	4	more	0,0,0,0,0,0,0	Fluffy Pancakes	Cranberry Pistachio Biscotti	1	1	63,646026	40,638977	34,938416	14,520506	84,983168	33,337699	17,582841	15,173922	5	4	2	image, ingredients, nutrients, title, duration, reviews, cuisine, instructions	The criteria I used to determine if the recipes in a list are diverse was based on my knowledge.	
80838	('Group1=', 1, ', Group2=', 2, ', Group3=', 3, 'ComparisonGroup=', 3)	2022-03-03 17:07:45.960242	2022-03-03 17:12:53.671844	307,711602	False	2	36-45	male	4--5	none	Homogenous (shuffled)	"[[[[[[['', 'Chicken Penne with Asparagus'], 'Black Bean, Sausage, and Sweet Potato Soup'], 'BBQ Chicken Wings'], 'Easy Sweet Chili'], ""Aunt Ro's Baked Beans""], 'Lentil Stew'], 'Tandoori Chicken']"	['similar', 'similar', 'prepared', 'similar', 'prepared', 'prepared', 'similar']	7	4	4	2	5	5	more	0,0,0,0,0,0,0	Collection	[[[[[[['', 'Chocolate Chocolate Chip Muffins'], 'Double Chocolate Cherry Muffins'], 'Chocolate Chocolate Chip Nut Muffins'], 'Chocolate Raisin Oatmeal Muffins'], 'Moist Chocolate Muffins'], 'Healthy Chocolate Morning Muffins'], 'Chocolate Protein Muffins']	['prepared', 'similar', 'similar', 'similar', 'prepared', 'similar', 'similar']	5	1	1	5	3	4	exactly	0,0,0,0,0,0,0	Recommendation-based (mid-ILS shuffled)	[[[[[[['', 'Fluffy Pancakes'], 'Cranberry Pistachio Biscotti'], 'Delicious Ham and Potato Soup'], 'Award Winning Soft Chocolate Chip Cookies'], 'Banana Crumb Muffins'], 'Broiled Tilapia Parmesan'], 'Orzo with Parmesan and Basil']	['prepared', 'similar', 'prepared', 'similar', 'never', 'never', 'similar']	3	4	4	1	4	4	more	0,0,0,0,0,0,0	Award Winning Soft Chocolate Chip Cookies	Orzo with Parmesan and Basil	1	0	77,706154	38,094608	57,56053	5,858317	70,734963	36,243752	11,461073	9,964041	4	3	2	ingredients, cuisine, instructions, duration, image, nutrients, title, reviews	recipes are diverse to me if they contain significantly different ingredients, are from different styles of cuisine or are all from different parts of a meal/for different mealtimes.	
15933	('Group1=', 8, ', Group2=', 4, ', Group3=', 6, 'ComparisonGroup=', 1)	2022-02-26 23:47:51.118802	2022-02-26 23:52:59.118580	307,999778	False	2	26-35	male	4--5	vegan	Recommendation-based (high-ILS)	"[[[[[[['', ""Beth's Spicy Oatmeal Raisin Cookies""], 'Delicious Ham and Potato Soup'], 'Slow-Cooker Pepper Steak'], 'Burrito Pie'], 'Good Old Fashioned Pancakes'], 'Best Brownies'], 'Orzo with Parmesan and Basil']"	['prepared', 'similar', 'never', 'prepared', 'never', 'similar', 'never']	7	4	5	4	2	4	more	0,0,0,0,0,0,0	Homogenous (maximize similarity of neighbors)	"[[[[[[['', 'Lentil Stew'], 'Black Bean, Sausage, and Sweet Potato Soup'], 'Easy Sweet Chili'], ""Aunt Ro's Baked Beans""], 'Chicken Penne with Asparagus'], 'BBQ Chicken Wings'], 'Tandoori Chicken']"	['similar', 'prepared', 'similar', 'never', 'never', 'similar', 'prepared']	5	5	4	3	4	4	more	0,0,0,0,0,0,0	Recommendation-based (mid-ILS maximize similarity of neighbors)	[[[[[[['', 'Fluffy Pancakes'], 'Banana Crumb Muffins'], 'Award Winning Soft Chocolate Chip Cookies'], 'Cranberry Pistachio Biscotti'], 'Delicious Ham and Potato Soup'], 'Orzo with Parmesan and Basil'], 'Broiled Tilapia Parmesan']	['similar', 'prepared', 'similar', 'never', 'prepared', 'similar', 'never']	4	4	5	5	2	4	more	0,0,0,0,0,0,0	Delicious Ham and Potato Soup	Broiled Tilapia Parmesan	2	0	31,145572	27,722961	28,223372	11,244395	98,942681	46,95382	16,542786	46,7774	4	5	4	title, image, instructions, ingredients, nutrients, duration, reviews, cuisine	I consider the reviews and ingredients added in it to make sure the recipes in a list are diverse.	This is a good survey.
26947	('Group1=', 3, ', Group2=', 9, ', Group3=', 1, 'ComparisonGroup=', 1)	2022-02-24 12:30:47.857870	2022-02-24 12:35:59.129640	311,27177	False	2	46-55	female	4--5	none	Recommendation-based (mid-ILS shuffled)	[[[[[[['', 'Fluffy Pancakes'], 'Cranberry Pistachio Biscotti'], 'Delicious Ham and Potato Soup'], 'Award Winning Soft Chocolate Chip Cookies'], 'Banana Crumb Muffins'], 'Broiled Tilapia Parmesan'], 'Orzo with Parmesan and Basil']	['similar', 'never', 'similar', 'similar', 'similar', 'never', 'never']	7	4	4	2	2	5	more	0,0,0,0,0,0,0	Recommendation-based (low-ILS)	"[[[[[[['', ""Jay's Signature Pizza Crust""], 'Broiled Tilapia Parmesan'], 'Delicious Ham and Potato Soup'], 'Baked Teriyaki Chicken'], 'Award Winning Soft Chocolate Chip Cookies'], 'Slow Cooker Mashed Potatoes'], 'Mexican Rice']"	['similar', 'never', 'similar', 'similar', 'similar', 'prepared', 'never']	4	4	4	2	2	4	more	0,0,0,0,0,0,0	Homogenous (shuffled)	"[[[[[[['', 'Chicken Penne with Asparagus'], 'Black Bean, Sausage, and Sweet Potato Soup'], 'BBQ Chicken Wings'], 'Easy Sweet Chili'], ""Aunt Ro's Baked Beans""], 'Lentil Stew'], 'Tandoori Chicken']"	['similar', 'never', 'similar', 'similar', 'never', 'never', 'never']	1	2	2	4	4	4	more	0,0,0,0,0,0,0	Delicious Ham and Potato Soup	Broiled Tilapia Parmesan	1	0	76,941997	62,32349	55,926822	10,163528	40,162074	30,473428	17,76514	17,247637	4	3	3	ingredients, cuisine	The ingredients that the recipes contained, the method of cooking, the flavors, the category of the recipe.	
88353	('Group1=', 1, ', Group2=', 8, ', Group3=', 6, 'ComparisonGroup=', 2)	2022-03-03 15:36:04.383571	2022-03-03 15:41:18.560856	314,177285	False	2	26-35	male	>5	vegetarian	Homogenous (shuffled)	"[[[[[[['', 'Chicken Penne with Asparagus'], 'Black Bean, Sausage, and Sweet Potato Soup'], 'BBQ Chicken Wings'], 'Easy Sweet Chili'], ""Aunt Ro's Baked Beans""], 'Lentil Stew'], 'Tandoori Chicken']"	['never', 'never', 'never', 'never', 'similar', 'never', 'never']	5	3	3	3	3	3	exactly	0,0,0,0,0,0,0	Recommendation-based (high-ILS)	"[[[[[[['', ""Beth's Spicy Oatmeal Raisin Cookies""], 'Delicious Ham and Potato Soup'], 'Slow-Cooker Pepper Steak'], 'Burrito Pie'], 'Good Old Fashioned Pancakes'], 'Best Brownies'], 'Orzo with Parmesan and Basil']"	['similar', 'never', 'never', 'similar', 'similar', 'prepared', 'never']	1	4	4	4	4	4	more	0,0,0,0,0,0,0	Recommendation-based (mid-ILS maximize similarity of neighbors)	[[[[[[['', 'Fluffy Pancakes'], 'Banana Crumb Muffins'], 'Award Winning Soft Chocolate Chip Cookies'], 'Cranberry Pistachio Biscotti'], 'Delicious Ham and Potato Soup'], 'Orzo with Parmesan and Basil'], 'Broiled Tilapia Parmesan']	['similar', 'similar', 'similar', 'similar', 'never', 'never', 'never']	1	4	4	4	4	4	more	0,0,0,0,0,0,0	Fluffy Pancakes	Cranberry Pistachio Biscotti	2	0	75,430322	39,265698	34,63466	9,882223	85,826483	37,024558	18,429466	13,483212	3	3	3	nutrients, image, duration, reviews, ingredients, cuisine, instructions, title	I selected the recipes in the list which are diverse in the way of cooking and how different they taste.	
40997	('Group1=', 7, ', Group2=', 1, ', Group3=', 9, 'ComparisonGroup=', 4)	2022-03-03 14:38:05.779883	2022-03-03 14:43:24.861838	319,081955	False	2	36-45	female	>5	none	Recommendation-based (mid-ILS minimize similarity of neighbors)	[[[[[[['', 'Fluffy Pancakes'], 'Broiled Tilapia Parmesan'], 'Orzo with Parmesan and Basil'], 'Award Winning Soft Chocolate Chip Cookies'], 'Delicious Ham and Potato Soup'], 'Banana Crumb Muffins'], 'Cranberry Pistachio Biscotti']	['similar', 'similar', 'similar', 'similar', 'similar', 'never', 'never']	2	5	5	1	5	5	more	0,0,0,0,0,0,0	Homogenous (shuffled)	"[[[[[[['', 'Chicken Penne with Asparagus'], 'Black Bean, Sausage, and Sweet Potato Soup'], 'BBQ Chicken Wings'], 'Easy Sweet Chili'], ""Aunt Ro's Baked Beans""], 'Lentil Stew'], 'Tandoori Chicken']"	['similar', 'never', 'similar', 'similar', 'never', 'never', 'never']	7	5	5	1	5	5	more	0,0,0,0,0,0,0	Recommendation-based (low-ILS)	"[[[[[[['', ""Jay's Signature Pizza Crust""], 'Broiled Tilapia Parmesan'], 'Delicious Ham and Potato Soup'], 'Baked Teriyaki Chicken'], 'Award Winning Soft Chocolate Chip Cookies'], 'Slow Cooker Mashed Potatoes'], 'Mexican Rice']"	['similar', 'similar', 'similar', 'similar', 'similar', 'similar', 'similar']	7	5	5	1	5	5	more	0,0,0,0,0,0,0	Banana Crumb Muffins	Broiled Tilapia Parmesan	1	0,1	55,526929	49,293866	40,028398	24,836329	68,375638	39,953518	12,544391	28,406138	4	4	1	ingredients, cuisine, title, image, nutrients, duration, instructions, reviews	I thought if they came from different meat groups, if the dishes came from different cuisines, then they were diverse.  	
34329	('Group1=', 5, ', Group2=', 2, ', Group3=', 7, 'ComparisonGroup=', 4)	2022-02-27 00:41:27.958563	2022-02-27 00:46:50.473681	322,515118	False	2	26-35	male	>5	vegetarian	Homogenous (minimize similarity of neighbors)	"[[[[[[['', 'Lentil Stew'], 'Tandoori Chicken'], 'Black Bean, Sausage, and Sweet Potato Soup'], 'BBQ Chicken Wings'], 'Easy Sweet Chili'], ""Aunt Ro's Baked Beans""], 'Chicken Penne with Asparagus']"	['never', 'never', 'similar', 'never', 'never', 'never', 'similar']	2	4	4	4	4	4	more	0,0,0,0,0,0,0	Collection	[[[[[[['', 'Chocolate Chocolate Chip Muffins'], 'Double Chocolate Cherry Muffins'], 'Chocolate Chocolate Chip Nut Muffins'], 'Chocolate Raisin Oatmeal Muffins'], 'Moist Chocolate Muffins'], 'Healthy Chocolate Morning Muffins'], 'Chocolate Protein Muffins']	['prepared', 'similar', 'never', 'prepared', 'similar', 'similar', 'never']	3	3	3	4	4	4	exactly	0,0,0,0,0,0,0	Recommendation-based (mid-ILS minimize similarity of neighbors)	[[[[[[['', 'Fluffy Pancakes'], 'Broiled Tilapia Parmesan'], 'Orzo with Parmesan and Basil'], 'Award Winning Soft Chocolate Chip Cookies'], 'Delicious Ham and Potato Soup'], 'Banana Crumb Muffins'], 'Cranberry Pistachio Biscotti']	['never', 'similar', 'similar', 'similar', 'similar', 'never', 'never']	1	4	4	4	4	4	more	0,0,0,0,0,0,0	Banana Crumb Muffins	Broiled Tilapia Parmesan	4	0	43,989158	34,696533	27,825365	6,600491	120,388725	34,116876	22,464311	32,194214	3	3	4	title, instructions, reviews, image, cuisine, duration, ingredients, nutrients	chose my opinion, so it is east to determine the criteria at the moment#good	
41768	('Group1=', 8, ', Group2=', 6, ', Group3=', 5, 'ComparisonGroup=', 3)	2022-03-03 14:37:58.137314	2022-03-03 14:43:21.231489	323,094175	False	2	26-35	male	4--5	none	Recommendation-based (high-ILS)	"[[[[[[['', ""Beth's Spicy Oatmeal Raisin Cookies""], 'Delicious Ham and Potato Soup'], 'Slow-Cooker Pepper Steak'], 'Burrito Pie'], 'Good Old Fashioned Pancakes'], 'Best Brownies'], 'Orzo with Parmesan and Basil']"	['similar', 'never', 'never', 'never', 'prepared', 'prepared', 'never']	5	4	4	2	4	5	more	0,0,0,0,0,0,0	Recommendation-based (mid-ILS maximize similarity of neighbors)	[[[[[[['', 'Fluffy Pancakes'], 'Banana Crumb Muffins'], 'Award Winning Soft Chocolate Chip Cookies'], 'Cranberry Pistachio Biscotti'], 'Delicious Ham and Potato Soup'], 'Orzo with Parmesan and Basil'], 'Broiled Tilapia Parmesan']	['prepared', 'similar', 'prepared', 'never', 'never', 'never', 'never']	3	5	5	2	4	4	more	0,0,0,0,0,0,0	Homogenous (minimize similarity of neighbors)	"[[[[[[['', 'Lentil Stew'], 'Tandoori Chicken'], 'Black Bean, Sausage, and Sweet Potato Soup'], 'BBQ Chicken Wings'], 'Easy Sweet Chili'], ""Aunt Ro's Baked Beans""], 'Chicken Penne with Asparagus']"	['similar', 'similar', 'never', 'prepared', 'prepared', 'similar', 'similar']	4	5	5	2	4	4	more	0,0,0,0,0,0,0	Award Winning Soft Chocolate Chip Cookies	Orzo with Parmesan and Basil	1	0	56,954486	45,684801	31,904683	8,531114	123,831759	32,930887	10,662348	12,476366	5	5	5	image, ingredients, cuisine, title, instructions, nutrients, reviews, duration	Regarding the recipes being diverse the criteria I followed was the type of ingredients that were in each of them. For example one having meat while another not having any meat. Also considered how they were cooked type of food setting. For example cookies are a dessert normally for a snack, lunch or dinner whereas pancakes are primarily breakfast. 	
19687	('Group1=', 1, ', Group2=', 8, ', Group3=', 7, 'ComparisonGroup=', 4)	2022-03-03 15:42:47.778542	2022-03-03 15:48:11.061837	323,283295	False	2	36-45	male	2--3	none	Homogenous (shuffled)	"[[[[[[['', 'Chicken Penne with Asparagus'], 'Black Bean, Sausage, and Sweet Potato Soup'], 'BBQ Chicken Wings'], 'Easy Sweet Chili'], ""Aunt Ro's Baked Beans""], 'Lentil Stew'], 'Tandoori Chicken']"	['never', 'never', 'prepared', 'similar', 'similar', 'never', 'never']	3	4	3	2	4	4	more	0,0,0,0,0,0,0	Recommendation-based (high-ILS)	"[[[[[[['', ""Beth's Spicy Oatmeal Raisin Cookies""], 'Delicious Ham and Potato Soup'], 'Slow-Cooker Pepper Steak'], 'Burrito Pie'], 'Good Old Fashioned Pancakes'], 'Best Brownies'], 'Orzo with Parmesan and Basil']"	['similar', 'similar', 'similar', 'never', 'similar', 'similar', 'never']	3	5	5	2	4	4	more	0,0,0,0,0,0,0	Recommendation-based (mid-ILS minimize similarity of neighbors)	[[[[[[['', 'Fluffy Pancakes'], 'Broiled Tilapia Parmesan'], 'Orzo with Parmesan and Basil'], 'Award Winning Soft Chocolate Chip Cookies'], 'Delicious Ham and Potato Soup'], 'Banana Crumb Muffins'], 'Cranberry Pistachio Biscotti']	['prepared', 'never', 'never', 'prepared', 'similar', 'similar', 'never']	5	4	4	3	4	3	none	0,0,0,0,0,0,0	Banana Crumb Muffins	Broiled Tilapia Parmesan	2	0	55,36764	33,432207	39,487897	5,221501	118,553898	51,888048	9,854687	9,391786	4	3	3	ingredients, cuisine, image	I compare recipes to each other based on what they are primarily made of (chicken, beef, pasta, etc) and also what their function is: are they a dessert, a main course, or a side dish? If two dishes have the same primary ingredient and are for the same purpose, like chicken tenders and chicken wings, I would consider them to be quite similar and not especially diverse.	
